N,W,Tiempo
176,580,1.95166
181,580,2.00948
186,580,2.07162
191,580,2.1195
196,580,2.18792
201,580,2.24466
206,580,2.29723
211,580,2.37256
216,580,2.40297
221,580,2.44888
226,580,2.51309
231,580,2.57014
236,580,2.62606
241,580,2.68136
246,580,2.73482
251,580,2.78833
256,580,2.84145
261,580,2.91923
266,580,2.98132
271,580,3.02862
276,580,3.09406
281,580,3.14064
286,580,3.19535
291,580,3.25699
296,580,3.30566
301,580,3.37404
306,580,3.41727
311,580,3.48138
316,580,3.54509
321,580,3.61345
326,580,3.65461
331,580,3.70834
336,580,3.77854
341,580,3.84425
346,580,3.90194
351,580,3.95856
356,580,3.98364
361,580,4.06126
366,580,4.1153
371,580,4.19105
376,580,4.23068
381,580,4.28789
386,580,4.38499
391,580,4.3848
396,580,4.44027
401,580,4.50313
406,580,4.55293
411,580,4.61524
416,580,4.65813
421,580,4.7271
426,580,4.78569
431,580,4.83011
436,580,4.89771
441,580,4.9442
446,580,5.01373
451,580,5.05155
456,580,5.12662
461,580,5.18161
466,580,5.22464
471,580,5.29283
476,580,5.35588
481,580,5.39746
486,580,5.44083
491,580,5.51672
496,580,5.55068
1,600,0.0111194
2,600,0.0225748
3,600,0.0337492
4,600,0.0451559
5,600,0.056453
6,600,0.0672323
7,600,0.0785405
8,600,0.0884883
9,600,0.100365
10,600,0.111544
11,600,0.124995
16,600,0.190721
21,600,0.238935
26,600,0.292875
31,600,0.344698
36,600,0.400867
41,600,0.463815
46,600,0.515223
51,600,0.570656
56,600,0.627988
61,600,0.67987
66,600,0.774898
71,600,0.839389
76,600,0.902834
81,600,0.923202
86,600,0.983794
91,600,1.02781
96,600,1.09341
101,600,1.14322
106,600,1.20314
111,600,1.25936
116,600,1.31067
121,600,1.38274
126,600,1.42622
131,600,1.50034
136,600,1.55011
141,600,1.60892
146,600,1.67045
151,600,1.72471
156,600,1.77563
161,600,1.84335
166,600,1.89692
171,600,1.96696
176,600,2.01248
181,600,2.08006
186,600,2.13506
191,600,2.19724
196,600,2.2512
201,600,2.29898
206,600,2.34681
211,600,2.40648
216,600,2.48598
221,600,2.52959
226,600,2.61179
231,600,2.64086
236,600,2.71563
241,600,2.76308
246,600,2.81297
251,600,2.89215
256,600,2.92619
261,600,2.99568
266,600,3.05921
271,600,3.11691
276,600,3.175
281,600,3.24278
286,600,3.29534
291,600,3.34434
296,600,3.40581
301,600,3.46558
306,600,3.52863
311,600,3.58953
316,600,3.64394
321,600,3.6988
326,600,3.76289
331,600,3.92855
336,600,4.06557
341,600,4.0875
346,600,4.02618
351,600,4.06423
356,600,4.10098
361,600,4.16106
366,600,4.21824
371,600,4.30063
376,600,4.37267
381,600,4.4153
386,600,4.44669
391,600,4.51458
396,600,4.57186
401,600,4.61308
406,600,4.68956
411,600,4.73379
416,600,4.7909
421,600,4.83954
426,600,4.96395
431,600,4.96302
436,600,5.00739
441,600,5.09128
446,600,5.14002
451,600,5.19128
456,600,5.27255
461,600,5.31281
466,600,5.37125
471,600,5.42204
476,600,5.49026
481,600,5.53753
486,600,5.59254
491,600,5.67197
496,600,5.71191
1,620,0.0113946
2,620,0.0231586
3,620,0.0343895
4,620,0.0455787
5,620,0.0573653
6,620,0.068785
7,620,0.0799664
8,620,0.0909107
9,620,0.102982
10,620,0.114561
11,620,0.132475
16,620,0.186802
21,620,0.243844
26,620,0.298544
31,620,0.350749
36,620,0.409281
41,620,0.467021
46,620,0.52329
51,620,0.584726
56,620,0.641207
61,620,0.703555
66,620,0.763105
71,620,0.830355
76,620,0.886826
81,620,0.938628
86,620,0.997154
91,620,1.0651
96,620,1.11516
101,620,1.17232
106,620,1.23722
111,620,1.28609
116,620,1.34647
121,620,1.41071
126,620,1.46236
131,620,1.54463
136,620,1.59496
141,620,1.66195
146,620,1.70499
151,620,1.77857
156,620,1.81799
161,620,1.89006
166,620,1.94313
171,620,2.00236
176,620,2.06535
181,620,2.11271
186,620,2.17461
191,620,2.23832
196,620,2.28838
201,620,2.34919
206,620,2.41845
211,620,2.48707
216,620,2.59915
221,620,2.68589
226,620,2.65862
231,620,2.7654
236,620,2.96097
241,620,3.01467
246,620,3.04612
251,620,3.03749
256,620,3.09868
261,620,3.27606
266,620,3.3981
271,620,3.36163
276,620,3.50778
281,620,3.61945
286,620,3.45073
291,620,3.65117
296,620,3.55146
301,620,3.66169
306,620,3.7946
311,620,3.98421
316,620,4.0019
321,620,3.99793
326,620,3.87362
331,620,4.18698
336,620,4.08115
341,620,4.2375
346,620,4.12792
351,620,4.16152
356,620,4.27491
361,620,4.48423
366,620,4.45554
371,620,4.53802
376,620,4.4866
381,620,4.51581
386,620,4.57896
391,620,4.6204
396,620,4.70151
401,620,4.73824
406,620,4.80936
411,620,4.88212
416,620,4.92269
421,620,4.97187
426,620,5.03388
431,620,5.10401
436,620,5.50117
441,620,5.56632
446,620,5.6264
451,620,5.60784
456,620,5.4658
461,620,5.48787
466,620,5.58304
471,620,5.66087
476,620,5.63019
481,620,5.87917
486,620,6.16966
491,620,5.84696
496,620,5.87695
1,640,0.0116469
2,640,0.0276636
3,640,0.0354506
4,640,0.0466536
5,640,0.0591551
6,640,0.0700924
7,640,0.0818938
8,640,0.0933539
9,640,0.105836
10,640,0.117672
11,640,0.141637
16,640,0.199046
21,640,0.250574
26,640,0.3077
31,640,0.367692
36,640,0.427383
41,640,0.477972
46,640,0.533759
51,640,0.596272
56,640,0.659761
61,640,0.726894
66,640,0.786701
71,640,0.84174
76,640,0.909365
81,640,0.965671
86,640,1.02251
91,640,1.08381
96,640,1.15
101,640,1.21253
106,640,1.28956
111,640,1.32498
116,640,1.37981
121,640,1.46367
126,640,1.50551
131,640,1.57988
136,640,1.63478
141,640,1.70197
146,640,1.74684
151,640,1.82197
156,640,1.86586
161,640,1.9394
166,640,1.99161
171,640,2.06254
176,640,2.12174
181,640,2.16856
186,640,2.2303
191,640,2.29858
196,640,2.34829
201,640,2.40634
206,640,2.50421
211,640,2.54034
216,640,2.59227
221,640,2.66072
226,640,2.7282
231,640,2.77753
236,640,2.8444
241,640,2.90313
246,640,2.94976
251,640,3.01251
256,640,3.0666
261,640,3.14673
266,640,3.23558
271,640,3.27378
276,640,3.33836
281,640,3.47222
286,640,3.49688
291,640,3.60968
296,640,3.61971
301,640,3.65637
306,640,3.85079
311,640,3.83121
316,640,3.85577
321,640,3.9918
326,640,4.05877
331,640,4.07834
336,640,4.09499
341,640,4.14415
346,640,4.21041
351,640,4.29512
356,640,4.41428
361,640,4.48647
366,640,4.5377
371,640,4.59921
376,640,4.59667
381,640,4.68708
386,640,4.77713
391,640,4.79753
396,640,4.90411
401,640,4.9741
406,640,5.03323
411,640,5.05392
416,640,5.14874
421,640,5.16121
426,640,5.17048
431,640,5.23518
436,640,5.27902
441,640,5.34117
446,640,5.41904
451,640,5.45451
456,640,5.52448
461,640,5.58698
466,640,5.64321
471,640,5.85503
476,640,5.95191
481,640,6.00066
486,640,6.03494
491,640,6.07632
496,640,6.16998
1,660,0.0121506
2,660,0.0244629
3,660,0.0360507
4,660,0.0481778
5,660,0.0600468
6,660,0.0723094
7,660,0.0837711
8,660,0.0957139
9,660,0.108204
10,660,0.122076
11,660,0.137809
16,660,0.199429
21,660,0.258104
26,660,0.319575
31,660,0.378436
36,660,0.44298
41,660,0.502504
46,660,0.561444
51,660,0.626131
56,660,0.686956
61,660,0.748275
66,660,0.823765
71,660,0.869962
76,660,0.923855
81,660,0.994713
86,660,1.04849
91,660,1.12345
96,660,1.20413
101,660,1.23615
106,660,1.28924
111,660,1.38631
116,660,1.45175
121,660,1.51391
126,660,1.5803
131,660,1.65299
136,660,1.71283
141,660,1.75784
146,660,1.83874
151,660,1.90413
156,660,1.96374
161,660,1.99858
166,660,2.05009
171,660,2.09723
176,660,2.17219
181,660,2.22413
186,660,2.27822
191,660,2.36394
196,660,2.43123
201,660,2.46796
206,660,2.52819
211,660,2.59673
216,660,2.65848
221,660,2.71931
226,660,2.77256
231,660,2.84422
236,660,2.89802
241,660,2.97072
246,660,3.02088
251,660,3.08806
256,660,3.15969
261,660,3.3063
266,660,3.40852
271,660,3.52369
276,660,3.70399
281,660,3.61748
286,660,3.63494
291,660,3.69807
296,660,3.7576
301,660,3.79668
306,660,3.87658
311,660,3.93968
316,660,4.00274
321,660,4.12698
326,660,4.19343
331,660,4.18952
336,660,4.34381
341,660,4.30334
346,660,4.40031
351,660,4.46217
356,660,4.51079
361,660,4.65779
366,660,4.87561
371,660,4.83472
376,660,4.90092
381,660,4.84419
386,660,4.98834
391,660,5.11191
396,660,5.11962
401,660,4.99011
406,660,5.02689
411,660,5.09937
416,660,5.17098
421,660,5.24511
426,660,5.27409
431,660,5.33702
436,660,5.39698
441,660,5.4534
446,660,5.52295
451,660,5.58913
456,660,5.6343
461,660,5.7061
466,660,5.76288
471,660,5.93371
476,660,6.02848
481,660,6.06983
486,660,6.02957
491,660,6.12397
496,660,6.34055
1,680,0.0130429
2,680,0.026047
3,680,0.0395176
4,680,0.0504618
5,680,0.0635516
6,680,0.0759661
7,680,0.0878731
8,680,0.100125
9,680,0.115031
10,680,0.125349
11,680,0.141999
16,680,0.203442
21,680,0.269133
26,680,0.322982
31,680,0.384262
36,680,0.45066
41,680,0.515853
46,680,0.578819
51,680,0.647229
56,680,0.705329
61,680,0.753956
66,680,0.854601
71,680,0.892119
76,680,0.988514
81,680,1.0507
86,680,1.11227
91,680,1.15136
96,680,1.22169
101,680,1.2787
106,680,1.35639
111,680,1.49478
116,680,1.55751
121,680,1.63797
126,680,1.65969
131,680,1.67351
136,680,1.82472
141,680,1.91721
146,680,1.98229
151,680,1.92478
156,680,2.00626
161,680,2.05184
166,680,2.21275
171,680,2.3031
176,680,2.37469
181,680,2.4427
186,680,2.54203
191,680,2.50019
196,680,2.49397
201,680,2.55117
206,680,2.6071
211,680,2.68001
216,680,2.74047
221,680,2.80586
226,680,2.86691
231,680,2.93187
236,680,3.0048
241,680,3.05008
246,680,3.11427
251,680,3.18107
256,680,3.2412
261,680,3.32367
266,680,3.38855
271,680,3.45252
276,680,3.52583
281,680,3.58244
286,680,3.6622
291,680,3.71951
296,680,3.79538
301,680,3.85705
306,680,3.93881
311,680,4.04689
316,680,4.08661
321,680,4.14687
326,680,4.2967
331,680,4.31107
336,680,4.3382
341,680,4.39032
346,680,4.42249
351,680,4.49639
356,680,4.5596
361,680,4.61559
366,680,4.68105
371,680,4.82683
376,680,4.89101
381,680,4.92673
386,680,4.96392
391,680,5.01004
396,680,5.05419
401,680,5.13022
406,680,5.17831
411,680,5.24308
416,680,5.34248
421,680,5.58122
426,680,5.47708
431,680,5.48998
436,680,5.57365
441,680,5.62843
446,680,5.67685
451,680,5.86596
456,680,5.82663
461,680,5.88201
466,680,5.93681
471,680,6.00694
476,680,6.05699
481,680,6.15179
486,680,6.18562
491,680,6.26683
496,680,6.31754
1,700,0.012523
2,700,0.0253939
3,700,0.0378339
4,700,0.050776
5,700,0.0637087
6,700,0.0755319
7,700,0.0881169
8,700,0.1004
9,700,0.113705
10,700,0.126574
11,700,0.140291
16,700,0.200901
21,700,0.262719
26,700,0.329749
31,700,0.393145
36,700,0.456084
41,700,0.518088
46,700,0.587408
51,700,0.648976
56,700,0.709978
61,700,0.777539
66,700,0.849759
71,700,0.920986
76,700,0.979579
81,700,1.03846
86,700,1.12125
91,700,1.17198
96,700,1.22831
101,700,1.30134
106,700,1.36639
111,700,1.44163
116,700,1.4956
121,700,1.55856
126,700,1.66447
131,700,1.72329
136,700,1.77837
141,700,1.86568
146,700,1.92107
151,700,1.98246
156,700,2.0474
161,700,2.17937
166,700,2.18313
171,700,2.24784
176,700,2.33439
181,700,2.38287
186,700,2.49105
191,700,2.51736
196,700,2.57736
201,700,2.67336
206,700,2.6839
211,700,2.72075
216,700,2.78626
221,700,2.85234
226,700,2.93464
231,700,2.98079
236,700,3.0351
241,700,3.11017
246,700,3.16593
251,700,3.22558
256,700,3.29733
261,700,3.42153
266,700,3.52201
271,700,3.54953
276,700,3.70243
281,700,3.74088
286,700,3.79806
291,700,3.81133
296,700,3.91325
301,700,3.9806
306,700,4.00239
311,700,4.09798
316,700,4.1606
321,700,4.45986
326,700,4.40563
331,700,4.642
336,700,4.40502
341,700,4.48101
346,700,4.65119
351,700,4.69808
356,700,4.73658
361,700,4.74751
366,700,4.88197
371,700,4.92843
376,700,4.96804
381,700,5.06174
386,700,5.14388
391,700,5.20331
396,700,5.33452
401,700,5.38763
406,700,5.3065
411,700,5.34959
416,700,5.42348
421,700,5.46352
426,700,5.59525
431,700,5.6064
436,700,5.65569
441,700,5.72053
446,700,5.8052
451,700,5.86482
456,700,5.93183
461,700,5.99523
466,700,6.05377
471,700,6.12563
476,700,6.18572
481,700,6.25317
486,700,6.32131
491,700,6.42039
496,700,6.44679
1,720,0.0129991
2,720,0.0257182
3,720,0.0385719
4,720,0.0514828
5,720,0.0648355
6,720,0.0769881
7,720,0.0904612
8,720,0.10295
9,720,0.116354
10,720,0.129263
11,720,0.143538
16,720,0.207791
21,720,0.267822
26,720,0.331752
31,720,0.393803
36,720,0.46035
41,720,0.522852
46,720,0.593849
51,720,0.660432
56,720,0.721525
61,720,0.788503
66,720,0.861539
71,720,0.93204
76,720,0.991222
81,720,1.05828
86,720,1.12588
91,720,1.18575
96,720,1.25659
101,720,1.32269
106,720,1.38461
111,720,1.46863
116,720,1.52089
121,720,1.60211
126,720,1.65314
131,720,1.73565
136,720,1.83672
141,720,1.90244
146,720,2.00703
151,720,2.03717
156,720,2.09212
161,720,2.14953
166,720,2.28439
171,720,2.33045
176,720,2.42949
181,720,2.44523
186,720,2.50779
191,720,2.60277
196,720,2.63059
201,720,2.71968
206,720,2.77651
211,720,2.85833
216,720,2.89061
221,720,3.07479
226,720,3.06938
231,720,3.07457
236,720,3.30502
241,720,3.41403
246,720,3.38161
251,720,3.60114
256,720,3.4572
261,720,3.48963
266,720,3.54764
271,720,3.62312
276,720,3.69364
281,720,3.76904
286,720,3.8316
291,720,3.91588
296,720,3.97667
301,720,4.01964
306,720,4.09495
311,720,4.17532
316,720,4.24212
321,720,4.29728
326,720,4.37291
331,720,4.44021
336,720,4.51142
341,720,4.57646
346,720,4.63308
351,720,4.71664
356,720,4.76421
361,720,4.84309
366,720,5.0227
371,720,5.2405
376,720,5.28418
381,720,5.24833
386,720,5.37236
391,720,5.4453
396,720,5.42445
401,720,5.35504
406,720,5.41699
411,720,5.4482
416,720,5.54723
421,720,5.59213
426,720,5.66984
431,720,5.74861
436,720,5.80972
441,720,5.85759
446,720,5.94821
451,720,6.00279
456,720,6.09163
461,720,6.16562
466,720,6.19385
471,720,6.23912
476,720,6.33102
481,720,6.3737
486,720,6.45754
491,720,6.54642
496,720,6.65652
1,740,0.0130899
2,740,0.0264933
3,740,0.0395492
4,740,0.0522392
5,740,0.0660584
6,740,0.0788099
7,740,0.0916516
8,740,0.104733
9,740,0.118589
10,740,0.131231
11,740,0.14361
16,740,0.209696
21,740,0.277033
26,740,0.344215
31,740,0.405245
36,740,0.469823
41,740,0.53393
46,740,0.604409
51,740,0.67046
56,740,0.743513
61,740,0.805188
66,740,0.878899
71,740,0.94644
76,740,1.02087
81,740,1.08073
86,740,1.15307
91,740,1.22404
96,740,1.27981
101,740,1.34958
106,740,1.41993
111,740,1.4814
116,740,1.55513
121,740,1.61776
126,740,1.68955
131,740,1.77391
136,740,1.85234
141,740,1.91279
146,740,1.99843
151,740,2.09224
156,740,2.22396
161,740,2.17533
166,740,2.24965
171,740,2.29772
176,740,2.37458
181,740,2.45766
186,740,2.50987
191,740,2.62475
196,740,2.68694
201,740,2.72851
206,740,2.79958
211,740,2.89721
216,740,2.97444
221,740,2.99946
226,740,3.04664
231,740,3.1152
236,740,3.18337
241,740,3.24547
246,740,3.31814
251,740,3.38595
256,740,3.44326
261,740,3.54455
266,740,3.60885
271,740,3.68832
276,740,3.75941
281,740,3.82485
286,740,3.93851
291,740,3.95723
296,740,4.0313
301,740,4.10183
306,740,4.18768
311,740,4.33105
316,740,4.41221
321,740,4.46313
326,740,4.55564
331,740,4.63428
336,740,4.62512
341,740,4.98184
346,740,4.93916
351,740,5.02452
356,740,4.8668
361,740,4.9484
366,740,5.01597
371,740,5.07473
376,740,5.13455
381,740,5.22233
386,740,5.28803
391,740,5.34252
396,740,5.45225
401,740,5.67332
406,740,5.65627
411,740,5.69408
416,740,5.65619
421,740,5.71044
426,740,5.81423
431,740,5.8593
436,740,5.92249
441,740,6.01127
446,740,6.05531
451,740,6.12522
456,740,6.19941
461,740,6.26497
466,740,6.34448
471,740,6.38531
476,740,6.46248
481,740,6.5382
486,740,6.61778
491,740,6.68543
496,740,7.1446
1,760,0.0140648
2,760,0.0283739
3,760,0.0429618
4,760,0.0552274
5,760,0.0707641
6,760,0.0851799
7,760,0.0954134
8,760,0.108453
9,760,0.122552
10,760,0.134991
11,760,0.146625
16,760,0.213258
21,760,0.282793
26,760,0.351166
31,760,0.412247
36,760,0.485787
41,760,0.556323
46,760,0.61896
51,760,0.71123
56,760,0.773175
61,760,0.834678
66,760,0.910547
71,760,0.97082
76,760,1.03697
81,760,1.10611
86,760,1.17224
91,760,1.23933
96,760,1.3132
101,760,1.38133
106,760,1.46815
111,760,1.51793
116,760,1.59241
121,760,1.65606
126,760,1.74176
131,760,1.80128
136,760,1.88542
141,760,1.93679
146,760,2.01107
151,760,2.07804
156,760,2.1478
161,760,2.23297
166,760,2.28109
171,760,2.34506
176,760,2.43481
181,760,2.49116
186,760,2.55827
191,760,2.62763
196,760,2.70076
201,760,2.77472
206,760,2.84746
211,760,2.90742
216,760,2.97335
221,760,3.06149
226,760,3.10235
231,760,3.18046
236,760,3.23275
241,760,3.3135
246,760,3.40268
251,760,3.44704
256,760,3.51157
261,760,3.61842
266,760,3.70217
271,760,3.80331
276,760,3.84871
281,760,3.88251
286,760,3.98749
291,760,4.03991
296,760,4.10908
301,760,4.18846
306,760,4.25597
311,760,4.33648
316,760,4.39854
321,760,4.47537
326,760,4.53925
331,760,4.61794
336,760,4.65825
341,760,4.73558
346,760,4.82092
351,760,4.88439
356,760,4.96662
361,760,5.00592
366,760,5.11465
371,760,5.14942
376,760,5.23245
381,760,5.28524
386,760,5.38425
391,760,5.4295
396,760,5.49894
401,760,5.59263
406,760,5.63215
411,760,5.70455
416,760,5.78838
421,760,5.84893
426,760,5.92148
431,760,5.98237
436,760,6.06565
441,760,6.15579
446,760,6.20191
451,760,6.35995
456,760,6.56397
461,760,6.54415
466,760,6.76659
471,760,6.80238
476,760,6.70339
481,760,6.84053
486,760,6.8578
491,760,7.12477
496,760,7.08389
1,780,0.0140211
2,780,0.0280852
3,780,0.0420637
4,780,0.0558787
5,780,0.0697233
6,780,0.085748
7,780,0.0975399
8,780,0.110518
9,780,0.126889
10,780,0.139694
11,780,0.152554
16,780,0.218681
21,780,0.284954
26,780,0.361841
31,780,0.431884
36,780,0.497588
41,780,0.571234
46,780,0.634082
51,780,0.729853
56,780,0.813439
61,780,0.859601
66,780,0.931323
71,780,1.02011
76,780,1.09679
81,780,1.17728
86,780,1.24803
91,780,1.29757
96,780,1.38146
101,780,1.47335
106,780,1.51024
111,780,1.5696
116,780,1.644
121,780,1.73014
126,780,1.87893
131,780,1.95972
136,780,2.00345
141,780,2.03035
146,780,2.21469
151,780,2.31698
156,780,2.21041
161,780,2.28779
166,780,2.35856
171,780,2.41843
176,780,2.50937
181,780,2.5615
186,780,2.64478
191,780,2.70729
196,780,2.77729
201,780,2.85537
206,780,2.9207
211,780,3.00121
216,780,3.06023
221,780,3.16881
226,780,3.26286
231,780,3.3333
236,780,3.38756
241,780,3.60685
246,780,3.59366
251,780,3.72164
256,780,3.65571
261,780,3.72284
266,780,3.87957
271,780,3.92366
276,780,3.98415
281,780,4.01396
286,780,4.07464
291,780,4.13813
296,780,4.26786
301,780,4.35388
306,780,4.36215
311,780,4.4429
316,780,4.50961
321,780,4.60292
326,780,4.66482
331,780,4.83962
336,780,4.89569
341,780,4.9099
346,780,4.99592
351,780,5.06986
356,780,5.10839
361,780,5.21079
366,780,5.24887
371,780,5.29101
376,780,5.35676
381,780,5.48338
386,780,5.77029
391,780,5.64864
396,780,5.76537
401,780,5.77544
406,780,5.94763
411,780,5.92111
416,780,6.02683
421,780,6.05087
426,780,6.19133
431,780,6.20619
436,780,6.26754
441,780,6.40461
446,780,6.42323
451,780,6.41883
456,780,6.5493
461,780,6.54146
466,780,6.61619
471,780,6.79876
476,780,6.83761
481,780,6.83967
486,780,6.92249
491,780,7.06958
496,780,7.13175
1,800,0.0141427
2,800,0.0278611
3,800,0.0423142
4,800,0.0554933
5,800,0.0701593
6,800,0.0837736
7,800,0.0983542
8,800,0.113525
9,800,0.129993
10,800,0.141
11,800,0.152778
16,800,0.223353
21,800,0.295627
26,800,0.366357
31,800,0.434683
36,800,0.510007
41,800,0.586567
46,800,0.661735
51,800,0.739434
56,800,0.805001
61,800,0.881375
66,800,0.980541
71,800,1.03668
76,800,1.10502
81,800,1.16866
86,800,1.25245
91,800,1.31967
96,800,1.39727
101,800,1.4665
106,800,1.54114
111,800,1.6108
116,800,1.67878
121,800,1.75598
126,800,1.83051
131,800,1.91364
136,800,1.97513
141,800,2.05946
146,800,2.13641
151,800,2.20713
156,800,2.28466
161,800,2.35428
166,800,2.41518
171,800,2.51686
176,800,2.58158
181,800,2.738
186,800,2.73961
191,800,2.76387
196,800,2.82699
201,800,2.89797
206,800,2.99301
211,800,3.05029
216,800,3.11825
221,800,3.18085
226,800,3.25774
231,800,3.33416
236,800,3.40759
241,800,3.51079
246,800,3.55137
251,800,3.63856
256,800,3.70981
261,800,3.80813
266,800,3.88362
271,800,3.9522
276,800,4.01409
281,800,4.08591
286,800,4.19066
291,800,4.24397
296,800,4.34264
301,800,4.55857
306,800,4.56413
311,800,4.5739
316,800,4.62351
321,800,4.70232
326,800,4.77361
331,800,4.82544
336,800,4.90919
341,800,4.9807
346,800,5.05084
351,800,5.11348
356,800,5.177
361,800,5.28155
366,800,5.32906
371,800,5.41791
376,800,5.49132
381,800,5.55682
386,800,5.62515
391,800,5.71257
396,800,5.87277
401,800,5.91038
406,800,5.90357
411,800,5.97219
416,800,6.05035
421,800,6.18461
426,800,6.30001
431,800,6.28708
436,800,6.36995
441,800,6.49923
446,800,6.53015
451,800,6.65561
456,800,6.76143
461,800,6.80365
466,800,6.79195
471,800,6.87599
476,800,6.92434
481,800,7.00809
486,800,7.0704
491,800,7.15496
496,800,7.2296
1,820,0.0142484
2,820,0.0287074
3,820,0.0426655
4,820,0.0573172
5,820,0.0719168
6,820,0.0871821
7,820,0.100463
8,820,0.114462
9,820,0.129429
10,820,0.143325
11,820,0.155765
16,820,0.229776
21,820,0.297696
26,820,0.367632
31,820,0.44157
36,820,0.516845
41,820,0.581787
46,820,0.658837
51,820,0.737017
56,820,0.812203
61,820,0.882315
66,820,0.961296
71,820,1.03578
76,820,1.11457
81,820,1.17551
86,820,1.25673
91,820,1.32417
96,820,1.4065
101,820,1.47606
106,820,1.54429
111,820,1.6272
116,820,1.6942
121,820,1.78238
126,820,1.8525
131,820,1.9237
136,820,2.00206
141,820,2.06841
146,820,2.15996
151,820,2.21452
156,820,2.30389
161,820,2.37283
166,820,2.44127
171,820,2.51404
176,820,2.5891
181,820,2.67809
186,820,2.74945
191,820,2.81556
196,820,2.88748
201,820,2.96832
206,820,3.0467
211,820,3.10675
216,820,3.19954
221,820,3.24966
226,820,3.32451
231,820,3.39906
236,820,3.47678
241,820,3.56402
246,820,3.64654
251,820,3.71799
256,820,3.81012
261,820,3.8825
266,820,3.94059
271,820,4.02989
276,820,4.10252
281,820,4.19131
286,820,4.26937
291,820,4.33711
296,820,4.41581
301,820,4.48132
306,820,4.54951
311,820,4.6615
316,820,4.74577
321,820,4.87036
326,820,4.93393
331,820,5.01758
336,820,5.05872
341,820,5.09522
346,820,5.15332
351,820,5.2389
356,820,5.37731
361,820,5.40571
366,820,5.4517
371,820,5.53667
376,820,5.60075
381,820,5.68954
386,820,5.74953
391,820,5.84433
396,820,5.89739
401,820,6.0635
406,820,6.06987
411,820,6.20797
416,820,6.31711
421,820,6.40769
426,820,6.4594
431,820,6.50126
436,820,6.55201
441,820,6.72926
446,820,6.76376
451,820,6.85417
456,820,6.92535
461,820,7.0099
466,820,7.06381
471,820,7.0576
476,820,7.20196
481,820,7.16386
486,820,7.38405
491,820,7.50238
496,820,7.55514
1,840,0.0151549
2,840,0.0300635
3,840,0.0449312
4,840,0.0598968
5,840,0.0737869
6,840,0.0888625
7,840,0.102379
8,840,0.116401
9,840,0.131804
10,840,0.146606
11,840,0.158978
16,840,0.230629
21,840,0.310146
26,840,0.381331
31,840,0.451507
36,840,0.531801
41,840,0.603783
46,840,0.70051
51,840,0.798639
56,840,0.888048
61,840,0.929778
66,840,1.00639
71,840,1.0811
76,840,1.1435
81,840,1.19592
86,840,1.2921
91,840,1.35665
96,840,1.45338
101,840,1.55303
106,840,1.5776
111,840,1.69289
116,840,1.77309
121,840,1.87385
126,840,1.91611
131,840,1.9628
136,840,2.07652
141,840,2.11895
146,840,2.18932
151,840,2.2781
156,840,2.33727
161,840,2.42571
166,840,2.4939
171,840,2.57244
176,840,2.64251
181,840,2.71246
186,840,2.79442
191,840,2.87209
196,840,2.97418
201,840,3.11404
206,840,3.15653
211,840,3.25817
216,840,3.32982
221,840,3.40587
226,840,3.47063
231,840,3.5866
236,840,3.62633
241,840,3.71247
246,840,3.77773
251,840,3.82384
256,840,3.88388
261,840,3.99158
266,840,4.09519
271,840,4.13946
276,840,4.23768
281,840,4.32106
286,840,4.36556
291,840,4.50164
296,840,4.59452
301,840,4.63262
306,840,4.78081
311,840,4.80372
316,840,4.86836
321,840,4.88621
326,840,4.96143
331,840,5.02566
336,840,5.11933
341,840,5.17552
346,840,5.27195
351,840,5.33097
356,840,5.38691
361,840,5.47712
366,840,5.55203
371,840,5.61327
376,840,5.69643
381,840,5.76234
386,840,5.8496
391,840,5.91827
396,840,5.9981
401,840,6.09689
406,840,6.14813
411,840,6.23699
416,840,6.28571
421,840,6.37034
426,840,6.46328
431,840,6.54004
436,840,6.62403
441,840,6.70926
446,840,6.78294
451,840,6.8467
456,840,6.91013
461,840,6.97531
466,840,7.03981
471,840,7.13207
476,840,7.23931
481,840,7.27293
486,840,7.37376
491,840,7.44814
496,840,7.52366
1,860,0.0148695
2,860,0.0296185
3,860,0.0447076
4,860,0.0593047
5,860,0.0748638
6,860,0.0894275
7,860,0.103869
8,860,0.118525
9,860,0.133805
10,860,0.148643
11,860,0.161197
16,860,0.234996
21,860,0.308268
26,860,0.389665
31,860,0.455724
36,860,0.52753
41,860,0.621738
46,860,0.6883
51,860,0.775281
56,860,0.841996
61,860,0.924423
66,860,1.00291
71,860,1.08266
76,860,1.15617
81,860,1.22691
86,860,1.30588
91,860,1.39176
96,860,1.45813
101,860,1.53848
106,860,1.60954
111,860,1.69419
116,860,1.78427
121,860,1.85533
126,860,1.92156
131,860,2.00976
136,860,2.08195
141,860,2.15791
146,860,2.23508
151,860,2.31645
156,860,2.39832
161,860,2.4656
166,860,2.55269
171,860,2.62201
176,860,2.69437
181,860,2.78392
186,860,2.86617
191,860,2.93638
196,860,3.01473
201,860,3.09109
206,860,3.16591
211,860,3.24011
216,860,3.31858
221,860,3.38954
226,860,3.46494
231,860,3.54101
236,860,3.63299
241,860,3.70493
246,860,3.78684
251,860,3.87248
256,860,3.94449
261,860,4.03017
266,860,4.12973
271,860,4.20098
276,860,4.29357
281,860,4.35223
286,860,4.4436
291,860,4.51444
296,860,4.58644
301,860,4.67819
306,860,4.73651
311,860,4.82203
316,860,4.90095
321,860,4.98924
326,860,5.06383
331,860,5.13044
